MapDate,StateAbbreviation,None,D0,D1,D2,D3,D4,avg_D,ValidStart,ValidEnd,StatisticFormatID
20110712,CA,87.87,12.13,0,0,0,0,2.426,7/12/2011,7/18/2011,2
20110705,CA,87.71,12.29,0,0,0,0,2.458,7/5/2011,7/11/2011,2
20110628,CA,87.71,12.29,0,0,0,0,2.458,6/28/2011,7/4/2011,2
20110621,CA,99.99,0.01,0,0,0,0,0.002,6/21/2011,6/27/2011,2
20110614,CA,99.99,0.01,0,0,0,0,0.002,6/14/2011,6/20/2011,2
20110607,CA,99.99,0.01,0,0,0,0,0.002,6/7/2011,6/13/2011,2
20110531,CA,99.99,0.01,0,0,0,0,0.002,5/31/2011,6/6/2011,2
20110524,CA,99.99,0.01,0,0,0,0,0.002,5/24/2011,5/30/2011,2
20110517,CA,99.99,0.01,0,0,0,0,0.002,5/17/2011,5/23/2011,2
20110510,CA,99.99,0.01,0,0,0,0,0.002,5/10/2011,5/16/2011,2
20110503,CA,99.99,0.01,0,0,0,0,0.002,5/3/2011,5/9/2011,2
20110426,CA,99.99,0.01,0,0,0,0,0.002,4/26/2011,5/2/2011,2
20110419,CA,99.99,0.01,0,0,0,0,0.002,4/19/2011,4/25/2011,2
20110412,CA,99.99,0.01,0,0,0,0,0.002,4/12/2011,4/18/2011,2
20110405,CA,99.99,0.01,0,0,0,0,0.002,4/5/2011,4/11/2011,2
20110329,CA,99.94,0.06,0,0,0,0,0.012,3/29/2011,4/4/2011,2
20110322,CA,96.87,3.13,0,0,0,0,0.626,3/22/2011,3/28/2011,2
20110315,CA,94.2,5.8,0,0,0,0,1.16,3/15/2011,3/21/2011,2
20110308,CA,94.2,5.8,0,0,0,0,1.16,3/8/2011,3/14/2011,2
20110301,CA,99.94,0.06,0,0,0,0,0.012,3/1/2011,3/7/2011,2
20110222,CA,99.94,0.06,0,0,0,0,0.012,2/22/2011,2/28/2011,2
20110215,CA,77.34,22.66,0,0,0,0,4.532,2/15/2011,2/21/2011,2
20110208,CA,77.34,22.66,0,0,0,0,4.532,2/8/2011,2/14/2011,2
20110201,CA,99.94,0.06,0,0,0,0,0.012,2/1/2011,2/7/2011,2
20110125,CA,99.94,0.06,0,0,0,0,0.012,1/25/2011,1/31/2011,2
20110118,CA,99.94,0.06,0,0,0,0,0.012,1/18/2011,1/24/2011,2
20110111,CA,99.93,0.07,0,0,0,0,0.014,1/11/2011,1/17/2011,2
20110104,CA,98.62,1.38,0,0,0,0,0.276,1/4/2011,1/10/2011,2
20101228,CA,98.62,1.38,0,0,0,0,0.276,12/28/2010,1/3/2011,2
20101221,CA,94.86,5.14,0,0,0,0,1.028,12/21/2010,12/27/2010,2
20101214,CA,79.56,19.19,1.25,0,0,0,4.088,12/14/2010,12/20/2010,2
20101207,CA,78.93,18.93,2.14,0,0,0,4.214,12/7/2010,12/13/2010,2
20101130,CA,81.67,15.92,2.41,0,0,0,3.666,11/30/2010,12/6/2010,2
20101123,CA,90.14,7.45,2.41,0,0,0,1.972,11/23/2010,11/29/2010,2
20101116,CA,90.14,5.24,4.43,0.19,0,0,1.972,11/16/2010,11/22/2010,2
20101109,CA,90.14,5.24,4.43,0.19,0,0,1.972,11/9/2010,11/15/2010,2
20101102,CA,90.14,5.24,4.43,0.19,0,0,1.972,11/2/2010,11/8/2010,2
